"collection"	"year"	"title"	"author"	"journal"	"doi"
"SDIV"	NA	"Sustainable protected areas: Synergies between biodiversity conservation and socioeconomic development"	"Gatiso, Tsegaye T., Kulik, Lars, Bachmann, Mona, Bonn, Aletta, Bösch, Lukas, Freytag, Andreas, Heurich, Marco, Wesche, Karsten, Winter, Marten, Ordaz-Németh, Isabel, Sop, Tenekwetche and Kühl, Hjalmar S."	"People and Nature"	"10.1002/pan3.10326"
"SDIV"	2013	"Key role of symbiotic dinitrogen fixation in tropical forest secondary succession"	"Batterman, Sarah A., Hedin, Lars O., van Breugel, Michiel, Ransijn, Johannes, Craven, Dylan J. and Hall, Jefferson S."	"Nature"	"10.1038/nature12525"
"SDIV"	2013	"Correlations between global and regional measures of invasiveness vary with region size"	"Dawson, Wayne, Keser, Lidewij, Winter, Marten, Pyšek, Petr, Kartesz, John, Nishino, Misako, Fuentes, Nicol, Chytrý, Milan, Celesti-Grapow, Laura and van Kleunen, Mark"	"NeoBiota"	"10.3897/neobiota.16.4351"
"SDIV"	2013	"Native, alien, endemic, threatened, and extinct species diversity in European countries"	"Essl, Franz, Moser, Dietmar, Dirnböck, Thomas, Dullinger, Stefan, Milasowszky, Norbert, Winter, Marten and Rabitsch, Wolfgang"	"Biological Conservation"	"10.1016/j.biocon.2013.04.005"
"SDIV"	2013	"European grassland ecosystems: threatened hotspots of biodiversity"	"Habel, JanChristian, Dengler, Jürgen, Janišová, Monika, Török, Péter, Wellstein, Camilla and Wiezik, Michal"	"Biodiversity and Conservation"	"10.1007/s10531-013-0537-x"
"SDIV"	2013	"Mind the gaps when using science to address conservation concerns"	"Habel, JanChristian, Gossner, MartinM, Meyer, SebastianT, Eggermont, Hilde, Lens, Luc, Dengler, Jürgen and Weisser, WolfgangW"	"Biodiversity and Conservation"	"10.1007/s10531-013-0536-y"
"SDIV"	2013	"Steppes of Southern Siberia – Experiences from the 6th EDGG Research Expedition to Khakassia, Russia (22 July – 1 August 2013)"	"Janišová, M., Becker, T., Becker, U., Demina, O., Dembicz, I., Ermakov, N., Filibeck, G., Frank, D., Guarino, R., Jaunatre, R., Kozub, Ł., Polyakova, M., Suzuki, K. and Dengler, J."	"Bulletin of the European Dry Grassland Group"	NA
"SDIV"	2013	"Contrasting changes in taxonomic, phylogenetic and functional diversity during a long-term succession: insights into assembly processes"	"Purschke, Oliver, Schmid, Barbara C., Sykes, Martin T., Poschlod, Peter, Michalski, Stefan G., Durka, Walter, Kühn, Ingolf, Winter, Marten and Prentice, Honor C."	"Journal of Ecology"	"10.1111/1365-2745.12098"
"SDIV"	2013	"Misleading criticisms of invasion science: a field guide"	"Richardson, David M. and Ricciardi, Anthony"	"Diversity and Distributions"	"10.1111/ddi.12150"
"SDIV"	2013	"Conquering current obstacles for avoiding the misuse of evolutionary diversity in nature conservation: a reply to Flosauer and Mooers"	"Winter, Marten, Devictor, Vincent and Schweiger, Oliver"	"Trends in Ecology & Evolution"	"10.1016/j.tree.2013.02.011"
"SDIV"	2013	"Phylogenetic diversity and nature conservation: where are we?"	"Winter, M., Devictor, V. and Schweiger, O."	"Trends in Ecology & Evolution"	"10.1016/j.tree.2012.10.015"
"SDIV"	2014	"Dry grasslands of Southern Europe: syntaxonomy, management and conservation"	"Apostolova, I., Dengler, J., Di Pietro, Romeo, Gavilán, Rosario G. and Tsiripidis, Ioannis"	"Hacquetia"	"10.2478/hacq-2014-0015"
"SDIV"	2014	"A global analysis of the impacts of urbanization on bird and plant diversity reveals key anthropogenic drivers"	"Aronson, Myla F. J., La Sorte, Frank A., Nilon, Charles H., Katti, Madhusudan, Goddard, Mark A., Lepczyk, Christopher A., Warren, Paige S., Williams, Nicholas S. G., Cilliers, Sarel, Clarkson, Bruce, Dobbs, Cynnamon, Dolan, Rebecca, Hedblom, Marcus, Klotz, Stefan, Kooijmans, Jip Louwe, Kühn, Ingolf, MacGregor-Fors, Ian, McDonnell, Mark, Mörtberg, Ulla, Pyšek, Petr, Siebert, Stefan, Sushinsky, Jessica, Werner, Peter and Winter, Marten"	"Proceedings of the Royal Society B: Biological Sciences"	"10.1098/rspb.2013.3330"
"SDIV"	2014	"Diversity of dry grasslands in Navarre (Spain): Experiences from the 7th EDGG Field Workshop, 15–24 June 2014"	"Biurrun, I., García-Mijangos, I., Berastegi, A., Ambarli, D., Dembicz, I., Filibeck, G., Jandt, U., Janišová, M., Jaunatre, R., Kącki, Z., Kuzemko, A., Pedashenko, H., Polchaninova, N.Y., Vynokurov, D. and Dengler, J."	"Bulletin of the European Dry Grassland Group"	NA
"SDIV"	2014	"A Unified Classification of Alien Species Based on the Magnitude of their Environmental Impacts"	"Blackburn, Tim M., Essl, Franz, Evans, Thomas, Hulme, Philip E., Jeschke, Jonathan M., Kühn, Ingolf, Kumschick, Sabrina, Marková, Zuzana, Mrugała, Agata, Nentwig, Wolfgang, Pergl, Jan, Pyšek, Petr, Rabitsch, Wolfgang, Ricciardi, Anthony, Richardson, David M., Sendek, Agnieszka, Vilà, Montserrat, Wilson, John R. U., Winter, Marten, Genovesi, Piero and Bacher, Sven"	"PLoS Biol"	"10.1371/journal.pbio.1001850"
"SDIV"	2014	"Effects of livestock grazing and habitat characteristics on small mammal communities in the Knersvlakte, South Africa"	"Bösing, Britta M., Haarmeyer, Daniela H., Dengler, J., Ganzhorn, Jörg U. and Schmiedel, Ute"	"Journal of Arid Environments"	"10.1016/j.jaridenv.2014.02.011"
"SDIV"	2014	"Biodiversity of Palaearctic grasslands: a synthesis"	"Dengler, J., Janisová, M., Török, P. and Wellstein, C."	"Agriculture, Ecosystems and Environment"	"10.1016/j.agee.2013.12.015"
"SDIV"	2014	"Community composition has greater impact on the functioning of marine phytoplankton communities than ocean acidification"	"Eggers, Sarah L., Lewandowska, Aleksandra M., Barcelos e Ramos, Joana, Blanco-Ameijeiras, Sonia, Gallo, Francesca and Matthiessen, Birte"	"Global Change Biology"	"10.1111/gcb.12421"
"SDIV"	2014	"Organic textile dye improves the visual assessment of the bait-lamina test"	"Eisenhauer, N., Wirsch, D., Cesarz, S., Craven, D., Dietrich, P., Friese, J., Helm, J., Hines, J., Schellenberg, M., Scherreiks, P., Schwarz, B., Uhe, C., Wagner, K. and Steinauer, K."	"Applied Soil Ecology"	"10.1016/j.apsoil.2014.05.008"
"SDIV"	2014	"Towards better modelling and decision support: Documenting model development, testing, and analysis using TRACE"	"Grimm, Volker, Augusiak, Jacqueline, Focks, Andreas, Frank, Béatrice M., Gabsi, Faten, Johnston, Alice S. A., Liu, Chun, Martin, Benjamin T., Meli, Mattia, Radchuk, Viktoriia, Thorbek, Pernille and Railsback, Steven F."	"Ecological Modelling"	"10.1016/j.ecolmodel.2014.01.018"
"SDIV"	2014	"The impact of livestock grazing on plant diversity in drylands: an analysis across biomes and scales in southern Africa"	"Hanke, W., Böhner, J., Dreber, N., Jürgens, N., Schmiedel, U., Wesuls, D. and Dengler, J."	"Ecological Applications"	"10.1890/13-0377.1"
"SDIV"	2014	"Think ratio! A stoichiometric view on biodiversity–ecosystem functioning research"	"Hillebrand, Helmut, Cowles, Jane M., Lewandowska, Aleksandra, Van de Waal, Dedmer B. and Plum, Christoph"	"Basic and Applied Ecology"	"10.1016/j.baae.2014.06.003"
"SDIV"	2014	"Defining the Impact of Non-Native Species"	"Jeschke, Jonathan M., Bacher, Sven, Blackburn, Tim M., Dick, Jaimie T. A., Essl, Franz, Evans, Thomas, Gaertner, Mirijam, Hulme, Philip E., KÜHn, Ingolf, MrugaŁA, Agata, Pergl, J. A. N., PyŠEk, Petr, Rabitsch, Wolfgang, Ricciardi, Anthony, Richardson, David M., Sendek, Agnieszka, VilÀ, Montserrat, Winter, Marten and Kumschick, Sabrina"	"Conservation Biology"	"10.1111/cobi.12299"
"SDIV"	2014	"Ecological Impacts of Alien Species: Quantification, Scope, Caveats, and Recommendations"	"Kumschick, S., Gaertner, M., Vila, M., Essl, F., Jeschke, J. M., Py ek, P., Ricciardi, A., Bacher, S., Blackburn, T. M., Dick, J. T. A., Evans, T., Hulme, P. E., Kuhn, I., Mruga a, A., Pergl, J., Rabitsch, W., Richardson, D. M., Sendek, A. and Winter, M."	"BioScience"	"10.1093/biosci/biu193"
"SDIV"	2014	"Dry grassland vegetation of Central Podolia (Ukraine)  – a preliminary overview of its syntaxonomy, ecology and biodiversity"	"Kuzemko, Anna A., Becker, Thomas, Didukh, Yakiv P., Arde-lean, Ioana Violeta, Becker, Ute, Beldean, Monica, Dolnik, Christian, Jeschke, Michael, Naqinezhad, Alireza, Uğurlu, Emin, Ünal, Aslan, Vassilev, Kiril, Vorona, Evgeniy I., Yavorska, Olena H. and Dengler, Jürgen"	"Tuexenia"	"10.14471/2014.34.020"
"SDIV"	2014	"Beta diversity of urban floras among European and non-European cities"	"La Sorte, Frank A., Aronson, Myla F. J., Williams, Nicholas S. G., Celesti-Grapow, Laura, Cilliers, Sarel, Clarkson, Bruce D., Dolan, Rebecca W., Hipp, Andrew, Klotz, Stefan, Kühn, Ingolf, Pyšek, Petr, Siebert, Stefan and Winter, Marten"	"Global Ecology and Biogeography"	"10.1111/geb.12159"
"SDIV"	2014	"Anthropogenic modification disrupts species co-occurrence in stream invertebrates"	"Larsen, Stefano and Ormerod, Steve J."	"Global Change Biology"	"10.1111/gcb.12355"
"SDIV"	2014	"Scale dependent biodiversity patterns in Mediterranean river catchments: a multi taxa approach"	"Larsen, Stefano, Scalici, Massimiliano and Tancioni, Lorenzo"	"Aquatic Sciences"	"10.1007/s00027-014-0390-3"
"SDIV"	2014	"Effects of sea surface warming on marine plankton"	"Lewandowska, Aleksandra M., Boyce, Daniel G., Hofmann, Matthias, Matthiessen, Birte, Sommer, Ulrich and Worm, Boris"	"Ecology Letters"	"10.1111/ele.12265"
"SDIV"	2014	"Recent trends and future strategies in soil ecological research-Integrative approaches at Pedobiologia"	"Powell, J. R., Craven, D. and Eisenhauer, N."	"Pedobiologia"	"10.1016/j.pedobi.2014.01.001"
"SDIV"	2014	"Effects on nutrient cycling of conifer restoration in a degraded tropical montane forest"	"Ramirez, J. A., Leon-Pelaez, J. D., Craven, D., Herrera, D. A., Zapata, C. M., Gonzalez-Hernandez, M. I., Gallardo-Lancho, J. and Osorio, W."	"Plant and Soil"	"10.1007/s11104-014-2024-x"
"SDIV"	2014	"Measuring Evolutionary Isolation for Conservation"	"Redding, David W., Mazel, Florent and Mooers, Arne Ø"	"PLoS ONE"	"10.1371/journal.pone.0113490"
"SDIV"	2014	"Scale- and taxon-dependent biodiversity patterns of dry grassland vegetation in Transylvania (Romania)"	"Turtureanu, Pavel Dan, Palpurina, Salza, Becker, Thomas, Dolnik, Christian, Ruprecht, Eszter, Sutcliffe, Laura M. E., Szabó, Anna and Dengler, J."	"Agriculture, Ecosystems & Environment"	"10.1016/j.agee.2013.10.028"
"SDIV"	2014	"Local-scale changes in plant diversity: reassessments and implications for biodiversity-ecosystem function experiments"	"Wright, A., Bernhardt-Römermann, M., Craven, D., Ebeling, A., Engel, J. , Hines, J. and Eisenhauer, N."	"Proceedings of Peerage of Science"	"10.14726/procpos.2014.e6"
"SDIV"	2014	"Insect herbivores should follow plants escaping their relatives"	"Yguel, Benjamin, Bailey, RichardIan, Villemant, Claire, Brault, Amaury, Jactel, Hervé and Prinzing, Andreas"	"Oecologia"	"10.1007/s00442-014-3026-3"
"SDIV"	2014	"Mycorrhizae support oaks growing in a phylogenetically distant neighbourhood"	"Yguel, Benjamin, Courty, Pierre-Emmanuel, Jactel, Herve, Pan, Xu, Butenschoen, Olaf, Murray, Phil J. and Prinzing, Andreas"	"Soil Biology & Biochemistry"	"10.1016/j.soilbio.2014.08.003"
"SDIV"	2014	"Red Lists and conservation prioritization of plant communities – a methodological framework"	"Berg, C., Abdank, A., Isermann, M., Jansen, F., Timmermann, T. and Dengler, J."	"Applied Vegetation Science"	"10.1111/avsc.12093"
"SDIV"	2015	"Climate drying amplifies the effects of land-use change and interspecific interactions on birds"	"Bennett, JoanneM, Clarke, RohanH, Horrocks, GregoryF B., Thomson, JamesR and Mac Nally, Ralph"	"Landscape Ecology"	"10.1007/s10980-015-0229-x"
"SDIV"	2015	"Organic matter partitioning and stoichiometry in response to rising water temperature and copepod grazing"	"Biermann, A., Lewandowska, A. M., Engel, A. and Riebesell, U."	"Marine Ecology Progress Series"	"10.3354/Meps11148"
"SDIV"	2015	"Contrasting effects of warming and increased snowfall on Arctic tundra plant phenology over the past two decades"	"Bjorkman, A. D., Elmendorf, S. C., Beamish, A. L., Vellend, M. and Henry, G. H."	"Glob Chang Biol"	"10.1111/gcb.13051"
"SDIV"	2015	"Evolution and function of light harvesting proteins"	"Büchel, Claudia"	"Journal of Plant Physiology"	"10.1016/j.jplph.2014.04.018"
"SDIV"	2015	"Implication of evolution and diversity in arbuscular and ectomycorrhizal symbioses"	"Buscot, François"	"Journal of Plant Physiology"	"10.1016/j.jplph.2014.08.013"
"SDIV"	2015	"Global biodiversity, stoichiometry and ecosystem function responses to human-induced C–N–P imbalances"	"Carnicer, Jofre, Sardans, Jordi, Stefanescu, Constantí, Ubach, Andreu, Bartrons, Mireia, Asensio, Dolores and Peñuelas, Josep"	"Journal of Plant Physiology"	"10.1016/j.jplph.2014.07.022"
"SDIV"	2015	"The PsbS protein plays important roles in photosystem II supercomplex remodeling under elevated light conditions"	"Dong, Lianqing, Tu, Wenfeng, Liu, Kun, Sun, Ruixue, Liu, Cheng, Wang, Ke and Yang, Chunhong"	"Journal of Plant Physiology"	"10.1016/j.jplph.2014.06.003"
"SDIV"	2015	"Bees under stress: sublethal doses of a neonicotinoid pesticide and pathogens interact to elevate honey bee mortality across the life cycle"	"Doublet, Vincent, Labarussias, Maureen, de Miranda, Joachim R., Moritz, Robin F. A. and Paxton, Robert J."	"Environmental Microbiology"	"10.1111/1462-2920.12426"
"SDIV"	2015	"Dealing with light: The widespread and multitasking cryptochrome/photolyase family in photosynthetic organisms"	"Fortunato, Antonio Emidio, Annunziata, Rossella, Jaubert, Marianne, Bouly, Jean-Pierre and Falciatore, Angela"	"Journal of Plant Physiology"	"10.1016/j.jplph.2014.06.011"
"SDIV"	2015	"Phylogenetic patterns are not proxies of community assembly mechanisms (they are far better)"	"Gerhold, Pille, Cahill, James F., Winter, Marten, Bartish, Igor V., Prinzing, Andreas and Venail, Patrick"	"Functional Ecology"	"10.1111/1365-2435.12425"
"SDIV"	2015	"Biodiversity of NPQ"	"Goss, Reimund and Lepetit, Bernard"	"Journal of Plant Physiology"	"10.1016/j.jplph.2014.03.004"
"SDIV"	2015	"The value of biodiversity in legume symbiotic nitrogen fixation and nodulation for biofuel and food production"	"Gresshoff, Peter M., Hayashi, Satomi, Biswas, Bandana, Mirzaei, Saeid, Indrasumunar, Arief, Reid, Dugald, Samuel, Sharon, Tollenaere, Alina, van Hameren, Bethany, Hastwell, April, Scott, Paul and Ferguson, Brett J."	"Journal of Plant Physiology"	"10.1016/j.jplph.2014.05.013"
"SDIV"	2015	"Framework and guidelines for implementing the proposed IUCN Environmental Impact Classification for Alien Taxa (EICAT)"	"Hawkins, Charlotte L., Bacher, Sven, Essl, Franz, Hulme, Philip E., Jeschke, Jonathan M., Kühn, Ingolf, Kumschick, Sabrina, Nentwig, Wolfgang, Pergl, Jan, Pyšek, Petr, Rabitsch, Wolfgang, Richardson, David M., Vilà, Montserrat, Wilson, John R. U., Genovesi, Piero and Blackburn, Tim M."	"Diversity and Distributions"	"10.1111/ddi.12379"
"SDIV"	2015	"Challenging the view that invasive non-native plants are not a significant threat to the floristic diversity of Great Britain"	"Hulme, Philip E., Pauchard, Aníbal, Pyšek, Petr, Vilà, Montserrat, Alba, Christina, Blackburn, Tim M., Bullock, James M., Chytrý, Milan, Dawson, Wayne, Dunn, Alison M., Essl, Franz, Genovesi, Piero, Maskell, Lindsay C., Meyerson, Laura A., Nuñez, Martin A., Pergl, Jan, Pescott, Oliver L., Pocock, Michael J. O., Richardson, David M., Roy, Helen E., Smart, Simon M., Štajerová, Kateřina, Stohlgren, Thomas, van Kleunen, Mark and Winter, Marten"	"Proceedings of the National Academy of Sciences"	"10.1073/pnas.1506517112"
"SDIV"	2015	"Biodiversity increases the resistance of ecosystem productivity to climate extremes"	"Isbell, F., Craven, D., Connolly, J., Loreau, M., Schmid, B., Beierkuhnlein, C., Bezemer, T. M., Bonin, C., Bruelheide, H., de Luca, E., Ebeling, A., Griffin, J. N., Guo, Q., Hautier, Y., Hector, A., Jentsch, A., Kreyling, J., Lanta, V., Manning, P., Meyer, S. T., Mori, A. S., Naeem, S., Niklaus, P. A., Polley, H. W., Reich, P. B., Roscher, C., Seabloom, E. W., Smith, M. D., Thakur, M. P., Tilman, D., Tracy, B. F., van der Putten, W. H., van Ruijven, J., Weigelt, A., Weisser, W. W., Wilsey, B. and Eisenhauer, N."	"Nature"	"10.1038/nature15374"
"SDIV"	2015	"Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists"	"Kohler, Annegret, Kuo, Alan, Nagy, Laszlo G., Morin, Emmanuelle, Barry, Kerrie W., Buscot, Francois, Canback, Bjorn, Choi, Cindy, Cichocki, Nicolas, Clum, Alicia, Colpaert, Jan, Copeland, Alex, Costa, Mauricio D., Dore, Jeanne, Floudas, Dimitrios, Gay, Gilles, Girlanda, Mariangela, Henrissat, Bernard, Herrmann, Sylvie, Hess, Jaqueline, Hogberg, Nils, Johansson, Tomas, Khouja, Hassine-Radhouane, LaButti, Kurt, Lahrmann, Urs, Levasseur, Anthony, Lindquist, Erika A., Lipzen, Anna, Marmeisse, Roland, Martino, Elena, Murat, Claude, Ngan, Chew Y., Nehls, Uwe, Plett, Jonathan M., Pringle, Anne, Ohm, Robin A., Perotto, Silvia, Peter, Martina, Riley, Robert, Rineau, Francois, Ruytinx, Joske, Salamov, Asaf, Shah, Firoz, Sun, Hui, Tarkka, Mika, Tritt, Andrew, Veneault-Fourrey, Claire, Zuccaro, Alga, Mycorrhizal Genomics Initiative, Consortium, Tunlid, Anders, Grigoriev, Igor V., Hibbett, David S. and Martin, Francis"	"Nat Genet"	"10.1038/ng.3223"
"SDIV"	2015	"The biodiversity of carbon assimilation"	"Kroth, Peter G."	"Journal of Plant Physiology"	"10.1016/j.jplph.2014.07.021"
"SDIV"	2015	"Scale-dependent species diversity in a sandy dry grassland (Festucion vaginatae) of Vojvodina (Serbia)"	"Krstivojević Ćuk, M, Šoštarić, I and Dengler, J"	"Bulletin of the Eurasian Dry Grassland Group"	NA
"SDIV"	2015	"Ecological thresholds and riparian wetlands: an overview for environmental managers"	"Larsen, Stefano and Alp, Maria"	"Limnology"	"10.1007/s10201-014-0436-1"
"SDIV"	2015	"Resource subsidies between stream and terrestrial ecosystems under global change"	"Larsen, Stefano, Muehlbauer, Jeffrey D. and Marti, Eugenia"	"Global Change Biology"	"10.1111/gcb.13182"
"SDIV"	2015	"The importance of phytoplankton trait variability in spring bloom formation"	"Lewandowska, Aleksandra M., Striebel, Maren, Feudel, Ulrike, Hillebrand, Helmut and Sommer, Ulrich"	"Ices Journal of Marine Science"	"10.1093/icesjms/fsv059"
"SDIV"	2015	"Alien plants invade more phylogenetically clustered community types and cause even stronger clustering"	"Lososová, Zdeňka, de Bello, Francesco, Chytrý, Milan, Kühn, Ingolf, Pyšek, Petr, Sádlo, Jiří, Winter, Marten and Zelený, David"	"Global Ecology and Biogeography"	"10.1111/geb.12317"
"SDIV"	2015	"Phylogenetic structure of plant species pools reflects habitat age on the geological time scale"	"Lososová, Zdeňka, Šmarda, Petr, Chytrý, Milan, Purschke, Oliver, Pyšek, Petr, Sádlo, Jiří, Tichý, Lubomír and Winter, Marten"	"Journal of Vegetation Science"	"10.1111/jvs.12308"
"SDIV"	2015	"Bacteria and fungi controlling plant growth by manipulating auxin: Balance between development and defense"	"Ludwig-Müller, Jutta"	"Journal of Plant Physiology"	"10.1016/j.jplph.2014.01.002"
"SDIV"	2015	"Adaptation by macrophytes to inorganic carbon down a river with naturally variable concentrations of CO2"	"Maberly, S. C., Berthelot, S. A., Stott, A. W. and Gontero, B."	"Journal of Plant Physiology"	"10.1016/j.jplph.2014.07.025"
"SDIV"	2015	"Phenotypic diversity of diploid and haploid Emiliania huxleyi cells and of cells in different growth phases revealed by comparative metabolomics"	"Mausz, Michaela A. and Pohnert, Georg"	"Journal of Plant Physiology"	"10.1016/j.jplph.2014.05.014"
"SDIV"	2015	"Climate sensitivity of shrub growth across the tundra biome"	"Myers-Smith, Isla H., Elmendorf, Sarah C., Beck, Pieter S. A., Wilmking, Martin, Hallinger, Martin, Blok, Daan, Tape, Ken D., Rayback, Shelly A., Macias-Fauria, Marc, Forbes, Bruce C., Speed, James D. M., Boulanger-Lapointe, Noemie, Rixen, Christian, Levesque, Esther, Schmidt, Niels Martin, Baittinger, Claudia, Trant, Andrew J., Hermanutz, Luise, Collier, Laura Siegwart, Dawes, Melissa A., Lantz, Trevor C., Weijers, Stef, Jorgensen, Rasmus Halfdan, Buchwal, Agata, Buras, Allan, Naito, Adam T., Ravolainen, Virve, Schaepman-Strub, Gabriela, Wheeler, Julia A., Wipf, Sonja, Guay, Kevin C., Hik, David S. and Vellend, Mark"	"Nature Clim. Change"	"10.1038/nclimate2697"
"SDIV"	2015	"European isolates of the Microsporidia Nosema apis and Nosema ceranae have similar virulence in laboratory tests on European worker honey bees"	"Natsopoulou, MyrsiniE, Doublet, Vincent and Paxton, RobertJ"	"Apidologie"	"10.1007/s13592-015-0375-9"
"SDIV"	2015	"Interspecific competition in honeybee intracellular gut parasites is asymmetric and favours the spread of an emerging infectious disease"	"Natsopoulou, Myrsini E., McMahon, Dino P., Doublet, Vincent, Bryden, John and Paxton, Robert J."	NA	"10.1098/rspb.2014.1896"
"SDIV"	2015	"Non-photochemical quenching and xanthophyll cycle activities in six green algal species suggest mechanistic differences in the process of excess energy dissipation"	"Quaas, Theresa, Berteotti, Silvia, Ballottari, Matteo, Flieger, Kerstin, Bassi, Roberto, Wilhelm, Christian and Goss, Reimund"	"Journal of Plant Physiology"	"10.1016/j.jplph.2014.07.023"
"SDIV"	2015	"Biodiversity and ecosystem functioning decoupled: invariant ecosystem functioning despite non-random reductions in consumer diversity"	"Radchuk, Viktoriia, De Laender, Frederik, Van den Brink, Paul J. and Grimm, Volker"	"Oikos"	"10.1111/oik.02220"
"SDIV"	2015	"Towards a global platform for linking soil biodiversity data"	"Ramirez, Kelly S, Döring, Markus, Eisenhauer, Nio, Gardi, Ciro, Ladau, Josh, Leff, Jonathan W, Lentendu, Guillaume, Lindo, Zoë, Rillig, Matthias C, Russell, David, Scheu, Stefan, St. John, Mark G, de Vries, Franciska T, Wubet, Tesfaye, van der Putten, Wim H and Wall, Diana H"	"Frontiers in Ecology and Evolution"	"10.3389/fevo.2015.00091"
"SDIV"	2015	"Photosynthetic diversity meets biodiversity: The C4 plant example"	"Sage, Rowan F. and Stata, Matt"	"Journal of Plant Physiology"	"10.1016/j.jplph.2014.07.024"
"SDIV"	2015	"Chapter scientists in the IPCC AR5-experience and lessons learned"	"Schulte-Uebbing, L., Hansen, G., Hernandez, A. M. and Winter, M."	"Current Opinion in Environmental Sustainability"	"10.1016/j.cosust.2015.06.012"
"SDIV"	2015	"Global trade will accelerate plant invasions in emerging economies under climate change"	"Seebens, Hanno, Essl, Franz, Dawson, Wayne, Fuentes, Nicol, Moser, Dietmar, Pergl, Jan, Pyšek, Petr, van Kleunen, Mark, Weber, Ewald, Winter, Marten and Blasius, Bernd"	"Global Change Biology"	"10.1111/gcb.13021"
"SDIV"	2015	"Global exchange and accumulation of non-native plants"	"van Kleunen, Mark, Dawson, Wayne, Essl, Franz, Pergl, Jan, Winter, Marten, Weber, Ewald, Kreft, Holger, Weigelt, Patrick, Kartesz, John, Nishino, Misako, Antonova, Liubov A., Barcelona, Julie F., Cabezas, Francisco J., Cardenas, Dairon, Cardenas-Toro, Juliana, Castano, Nicolas, Chacon, Eduardo, Chatelain, Cyrille, Ebel, Aleksandr L., Figueiredo, Estrela, Fuentes, Nicol, Groom, Quentin J., Henderson, Lesley, Inderjit, Kupriyanov, Andrey, Masciadri, Silvana, Meerman, Jan, Morozova, Olga, Moser, Dietmar, Nickrent, Daniel L., Patzelt, Annette, Pelser, Pieter B., Baptiste, Maria P., Poopath, Manop, Schulze, Maria, Seebens, Hanno, Shu, Wen-sheng, Thomas, Jacob, Velayos, Mauricio, Wieringa, Jan J. and Pyšek, Petr"	"Nature"	"10.1038/nature14910"
"SDIV"	2015	"Physiodiversity – New tools allow physiologist to embrace biodiversity and reconstruct the evolution of ‘physiologies’?"	"Wilhelm, Christian and Wirth, Christian"	"Journal of Plant Physiology"	"10.1016/j.jplph.2014.10.002"
"SDIV"	2016	"Plant diversity effects on grassland productivity are robust to both nutrient enrichment and drought"	"Craven, Dylan, Isbell, Forest, Manning, Pete, Connolly, John, Bruelheide, Helge, Ebeling, Anne, Roscher, Christiane, van Ruijven, Jasper, Weigelt, Alexandra, Wilsey, Brian, Beierkuhnlein, Carl, de Luca, Enrica, Griffin, John N., Hautier, Yann, Hector, Andy, Jentsch, Anke, Kreyling, Jürgen, Lanta, Vojtech, Loreau, Michel, Meyer, Sebastian T., Mori, Akira S., Naeem, Shahid, Palmborg, Cecilia, Polley, H. Wayne, Reich, Peter B., Schmid, Bernhard, Siebenkäs, Alrun, Seabloom, Eric, Thakur, Madhav P., Tilman, David, Vogel, Anja and Eisenhauer, Nico"	"Philosophical Transactions of the Royal Society of London B: Biological Sciences"	"10.1098/rstb.2015.0277"
"SDIV"	2016	"Reintroducing Environmental Change Drivers in Biodiversity"	"De Laender, Frederik, Rohr, Jason R., Ashauer, Roman, Baird, Donald J., Berger, Uta, Eisenhauer, Nico, Grimm, Volker, Hommen, Udo, Maltby, Lorraine, Meliàn, Carlos J., Pomati, Francesco, Roessink, Ivo, Radchuk, Viktoriia and Van den Brink, Paul J."	"Trends in Ecology & Evolution"	"10.1016/j.tree.2016.09.007"
"SDIV"	2016	"Niche dynamics of alien species do not differ among sexual and apomictic flowering plants"	"Dellinger, Agnes S., Essl, Franz, Hojsgaard, Diego, Kirchheimer, Bernhard, Klatt, Simone, Dawson, Wayne, Pergl, Jan, Pyšek, Petr, van Kleunen, Mark, Weber, Ewald, Winter, Marten, Hörandl, Elvira and Dullinger, Stefan"	"New Phytologist"	"10.1111/nph.13694"
"SDIV"	2016	"Climate change will increase the naturalization risk from garden plants in Europe"	"Dullinger, Iwona, Wessely, Johannes, Bossdorf, Oliver, Dawson, Wayne, Essl, Franz, Gattringer, Andreas, Klonner, Günther, Kreft, Holger, Kuttner, Michael, Moser, Dietmar, Pergl, Jan, Pyšek, Petr, Thuiller, Wilfried, van Kleunen, Mark, Weigelt, Patrick, Winter, Marten and Dullinger, Stefan"	"Global Ecology and Biogeography"	"10.1111/geb.12512"
"SDIV"	2016	"The Bee Microbiome: Impact on Bee Health and Model for Evolution and Ecology of Host-Microbe Interactions"	"Engel, Philipp, Kwong, Waldan K., McFrederick, Quinn, Anderson, Kirk E., Barribeau, Seth Michael, Chandler, James Angus, Cornman, R. Scott, Dainat, Jacques, de Miranda, Joachim R., Doublet, Vincent, Emery, Olivier, Evans, Jay D., Farinelli, Laurent, Flenniken, Michelle L., Granberg, Fredrik, Grasis, Juris A., Gauthier, Laurent, Hayer, Juliette, Koch, Hauke, Kocher, Sarah, Martinson, Vincent G., Moran, Nancy, Munoz-Torres, Monica, Newton, Irene, Paxton, Robert J., Powell, Eli, Sadd, Ben M., Schmid-Hempel, Paul, Schmid-Hempel, Regula, Song, Se Jin, Schwarz, Ryan S., vanEngelsdorp, Dennis and Dainat, Benjamin"	"mBio"	"10.1128/mBio.02164-15"
